# INSTRUMENT_ID: 1
# OBS_GROUP_ID: 55
# UNIT_ID: None
# RA: 23.427083333333332
# DEC: 3.5434166666666664
# OBS_DATE: 2024-06-27 11:23:19.170000+00:00
# REDSHIFT: None
# REDSHIFT_ERR: None
# REDSHIFT_QUALITY: None
# SPEC_PLOT_FILE: None
# SPEC_DATA_FILE: None
# SPECTRUM_NOTES: None
# REFERENCE: None
# TRANSIENT_ID: 165244
# FOLLOWUP_ID: None
# SPEC_PHASE: None
# RLAP: None
# SNID_PLOT_FILE: None

wavelength,flux,fluxerr
6673.272,1.53659e+00,3.94447e-02
6675.805,1.50699e+00,3.92749e-02
6678.339,1.54905e+00,3.95184e-02
6680.873,1.55400e+00,3.94533e-02
6683.407,1.51693e+00,3.92779e-02
6685.940,1.54996e+00,3.95858e-02
6688.474,1.55252e+00,3.94529e-02
6691.008,1.56698e+00,3.93671e-02
6693.542,1.54404e+00,3.91211e-02
6696.075,1.58189e+00,3.93314e-02
6698.609,1.57913e+00,3.92219e-02
6701.143,1.53948e+00,3.90997e-02
6703.677,1.50115e+00,3.90082e-02
6706.210,1.51282e+00,3.91141e-02
6708.744,1.52249e+00,3.90268e-02
6711.278,1.51836e+00,3.89073e-02
6713.812,1.52795e+00,3.88061e-02
6716.346,1.49371e+00,3.85777e-02
6718.879,1.48169e+00,3.85878e-02
6721.413,1.49546e+00,3.83976e-02
6723.947,1.49629e+00,3.84953e-02
6726.481,1.51012e+00,3.85362e-02
6729.014,1.50699e+00,3.85911e-02
6731.548,1.48243e+00,3.85855e-02
6734.082,1.46473e+00,3.85473e-02
6736.616,1.49403e+00,3.87264e-02
6739.149,1.49883e+00,3.87523e-02
6741.683,1.47530e+00,3.85236e-02
6744.217,1.47780e+00,3.84682e-02
6746.751,1.44477e+00,3.83839e-02
6749.284,1.41309e+00,3.82802e-02
6751.818,1.42921e+00,3.82713e-02
6754.352,1.43267e+00,3.81058e-02
6756.886,1.43628e+00,3.82155e-02
6759.420,1.41437e+00,3.80741e-02
6761.953,1.40428e+00,3.80079e-02
6764.487,1.40651e+00,3.78962e-02
6767.021,1.40365e+00,3.77769e-02
6769.555,1.37541e+00,3.77016e-02
6772.088,1.38625e+00,3.78952e-02
6774.622,1.40436e+00,3.77921e-02
6777.156,1.40873e+00,3.77149e-02
6779.690,1.40005e+00,3.77302e-02
6782.223,1.38763e+00,3.76403e-02
6784.757,1.36914e+00,3.75543e-02
6787.291,1.35769e+00,3.75679e-02
6789.825,1.33062e+00,3.74314e-02
6792.358,1.32209e+00,3.73509e-02
6794.892,1.34439e+00,3.73611e-02
6797.426,1.32371e+00,3.72241e-02
6799.960,1.30376e+00,3.70779e-02
6802.493,1.32426e+00,3.70990e-02
6805.027,1.36339e+00,3.72628e-02
6807.561,1.37452e+00,3.72705e-02
6810.095,1.36711e+00,3.71663e-02
6812.629,1.34825e+00,3.70378e-02
6815.162,1.31691e+00,3.69585e-02
6817.696,1.29912e+00,3.68724e-02
6820.230,1.29783e+00,3.68388e-02
6822.764,1.31111e+00,3.70787e-02
6825.297,1.28570e+00,3.76249e-02
6827.831,1.26079e+00,3.80256e-02
6830.365,1.27831e+00,3.84635e-02
6832.899,1.25538e+00,3.84825e-02
6835.432,1.25708e+00,3.79951e-02
6837.966,1.28641e+00,3.74000e-02
6840.500,1.25935e+00,3.66514e-02
6843.034,1.26753e+00,3.64651e-02
6845.567,1.29869e+00,3.64819e-02
6848.101,1.26307e+00,3.60594e-02
6850.635,1.22245e+00,3.58254e-02
6853.169,1.18351e+00,3.56612e-02
6855.703,1.23100e+00,3.60073e-02
6858.236,1.24286e+00,3.65949e-02
6860.770,1.24202e+00,3.78391e-02
6863.304,1.24091e+00,3.92894e-02
6865.838,1.21363e+00,4.13334e-02
6868.371,1.22056e+00,4.31799e-02
6870.905,1.21136e+00,4.25007e-02
6873.439,1.22496e+00,4.10527e-02
6875.973,1.23171e+00,3.93831e-02
6878.506,1.25498e+00,3.81867e-02
6881.040,1.22366e+00,3.70598e-02
6883.574,1.22020e+00,3.68723e-02
6886.108,1.23727e+00,3.73940e-02
6888.641,1.21634e+00,3.74660e-02
6891.175,1.19030e+00,3.74714e-02
6893.709,1.17856e+00,3.73290e-02
6896.243,1.16929e+00,3.70950e-02
6898.777,1.17666e+00,3.69219e-02
6901.310,1.17499e+00,3.68361e-02
6903.844,1.18991e+00,3.67741e-02
6906.378,1.24182e+00,3.68541e-02
6908.912,1.23831e+00,3.68053e-02
6911.445,1.22547e+00,3.69329e-02
6913.979,1.20505e+00,3.68054e-02
6916.513,1.17552e+00,3.64280e-02
6919.047,1.15721e+00,3.64625e-02
6921.580,1.16203e+00,3.66635e-02
6924.114,1.20629e+00,3.68932e-02
6926.648,1.23052e+00,3.70689e-02
6929.182,1.23280e+00,3.65740e-02
6931.715,1.21683e+00,3.62453e-02
6934.249,1.18230e+00,3.64885e-02
6936.783,1.17715e+00,3.68981e-02
6939.317,1.19375e+00,3.72964e-02
6941.850,1.18845e+00,3.73122e-02
6944.384,1.15870e+00,3.73610e-02
6946.918,1.15733e+00,3.74578e-02
6949.452,1.18406e+00,3.73805e-02
6951.986,1.19331e+00,3.72118e-02
6954.519,1.21793e+00,3.69671e-02
6957.053,1.18324e+00,3.64694e-02
6959.587,1.12932e+00,3.59463e-02
6962.121,1.12138e+00,3.59192e-02
6964.654,1.18949e+00,3.59653e-02
6967.188,1.20161e+00,3.57177e-02
6969.722,1.18546e+00,3.56905e-02
6972.256,1.20160e+00,3.59893e-02
6974.789,1.23696e+00,3.62781e-02
6977.323,1.23648e+00,3.61405e-02
6979.857,1.21734e+00,3.61324e-02
6982.391,1.19172e+00,3.60894e-02
6984.924,1.15222e+00,3.58453e-02
6987.458,1.19133e+00,3.59505e-02
6989.992,1.18571e+00,3.59266e-02
6992.526,1.16698e+00,3.58973e-02
6995.060,1.19778e+00,3.58388e-02
6997.593,1.21786e+00,3.56941e-02
7000.127,1.21176e+00,3.57890e-02
7002.661,1.20227e+00,3.57501e-02
7005.195,1.20127e+00,3.56276e-02
7007.728,1.16561e+00,3.55072e-02
7010.262,1.16552e+00,3.55243e-02
7012.796,1.15982e+00,3.53709e-02
7015.330,1.18133e+00,3.52896e-02
7017.863,1.16137e+00,3.50998e-02
7020.397,1.18290e+00,3.52034e-02
7022.931,1.18780e+00,3.51520e-02
7025.465,1.17755e+00,3.51606e-02
7027.998,1.14141e+00,3.47868e-02
7030.532,1.15930e+00,3.46868e-02
7033.066,1.14437e+00,3.44691e-02
7035.600,1.14111e+00,3.45745e-02
7038.133,1.18208e+00,3.49505e-02
7040.667,1.16762e+00,3.47932e-02
7043.201,1.13032e+00,3.49987e-02
7045.735,1.11760e+00,3.51053e-02
7048.269,1.12442e+00,3.50425e-02
7050.802,1.16408e+00,3.50616e-02
7053.336,1.14789e+00,3.49195e-02
7055.870,1.14271e+00,3.45647e-02
7058.404,1.10812e+00,3.42433e-02
7060.937,1.10876e+00,3.42662e-02
7063.471,1.13271e+00,3.43707e-02
7066.005,1.14532e+00,3.44327e-02
7068.539,1.13650e+00,3.42876e-02
7071.072,1.14366e+00,3.41762e-02
7073.606,1.11193e+00,3.39617e-02
7076.140,1.11176e+00,3.40157e-02
7078.674,1.09586e+00,3.38584e-02
7081.207,1.11402e+00,3.38646e-02
7083.741,1.15860e+00,3.40729e-02
7086.275,1.14904e+00,3.40855e-02
7088.809,1.14366e+00,3.39701e-02
7091.343,1.12462e+00,3.37764e-02
7093.876,1.11734e+00,3.36824e-02
7096.410,1.12763e+00,3.35450e-02
7098.944,1.13551e+00,3.35984e-02
7101.478,1.14415e+00,3.36071e-02
7104.011,1.12845e+00,3.33269e-02
7106.545,1.12212e+00,3.32481e-02
7109.079,1.12614e+00,3.33508e-02
7111.613,1.13296e+00,3.35510e-02
7114.146,1.14417e+00,3.36593e-02
7116.680,1.12787e+00,3.34382e-02
7119.214,1.11882e+00,3.33685e-02
7121.748,1.10385e+00,3.34295e-02
7124.281,1.08770e+00,3.32885e-02
7126.815,1.10918e+00,3.34139e-02
7129.349,1.13028e+00,3.35605e-02
7131.883,1.13073e+00,3.34547e-02
7134.416,1.13423e+00,3.34255e-02
7136.950,1.12888e+00,3.34463e-02
7139.484,1.13450e+00,3.34336e-02
7142.018,1.15711e+00,3.40032e-02
7144.552,1.18743e+00,3.51596e-02
7147.085,1.18080e+00,3.48728e-02
7149.619,1.14182e+00,3.38689e-02
7152.153,1.12867e+00,3.36649e-02
7154.687,1.13165e+00,3.33976e-02
7157.220,1.09817e+00,3.33150e-02
7159.754,1.12190e+00,3.36855e-02
7162.288,1.12381e+00,3.36858e-02
7164.822,1.10479e+00,3.41042e-02
7167.355,1.14098e+00,3.52061e-02
7169.889,1.16443e+00,3.63779e-02
7172.423,1.14837e+00,3.70366e-02
7174.957,1.13741e+00,3.72435e-02
7177.490,1.12365e+00,3.70583e-02
7180.024,1.11497e+00,3.71255e-02
7182.558,1.14698e+00,3.77435e-02
7185.092,1.18443e+00,3.82696e-02
7187.626,1.15154e+00,3.83263e-02
7190.159,1.16169e+00,3.80923e-02
7192.693,1.16287e+00,3.74891e-02
7195.227,1.12095e+00,3.70300e-02
7197.761,1.12281e+00,3.71163e-02
7200.294,1.13101e+00,3.73107e-02
7202.828,1.13126e+00,3.72438e-02
7205.362,1.11238e+00,3.66024e-02
7207.896,1.10276e+00,3.56388e-02
7210.429,1.11378e+00,3.45689e-02
7212.963,1.10474e+00,3.38219e-02
7215.497,1.11910e+00,3.37367e-02
7218.031,1.14282e+00,3.38646e-02
7220.564,1.15636e+00,3.41282e-02
7223.098,1.14780e+00,3.43801e-02
7225.632,1.09737e+00,3.43701e-02
7228.166,1.07232e+00,3.46895e-02
7230.699,1.09955e+00,3.55861e-02
7233.233,1.15163e+00,3.72487e-02
7235.767,1.16100e+00,3.94921e-02
7238.301,1.11578e+00,4.14041e-02
7240.835,1.09737e+00,4.28951e-02
7243.368,1.11494e+00,4.31736e-02
7245.902,1.15719e+00,4.17235e-02
7248.436,1.16706e+00,4.00638e-02
7250.970,1.15187e+00,3.88033e-02
7253.503,1.15335e+00,3.75653e-02
7256.037,1.12607e+00,3.65661e-02
7258.571,1.11281e+00,3.60658e-02
7261.105,1.12654e+00,3.59035e-02
7263.638,1.14941e+00,3.61033e-02
7266.172,1.11256e+00,3.59335e-02
7268.706,1.04824e+00,3.57874e-02
7271.240,1.08362e+00,3.79729e-02
7273.773,1.14817e+00,4.12449e-02
7276.307,1.13334e+00,4.22314e-02
7278.841,1.10374e+00,4.14733e-02
7281.375,1.12050e+00,3.94804e-02
7283.909,1.10006e+00,3.69310e-02
7286.442,1.08159e+00,3.63444e-02
7288.976,1.09659e+00,3.66112e-02
7291.510,1.10205e+00,3.61526e-02
7294.044,1.11201e+00,3.58294e-02
7296.577,1.08652e+00,3.54755e-02
7299.111,1.05675e+00,3.55405e-02
7301.645,1.05489e+00,3.57340e-02
7304.179,1.06187e+00,3.56448e-02
7306.712,1.06266e+00,3.55738e-02
7309.246,1.07773e+00,3.55743e-02
7311.780,1.10508e+00,3.70580e-02
7314.314,1.10148e+00,3.93160e-02
7316.847,1.06322e+00,4.02677e-02
7319.381,1.07146e+00,3.98893e-02
7321.915,1.08085e+00,3.78252e-02
7324.449,1.05909e+00,3.63096e-02
7326.982,1.06781e+00,3.64184e-02
7329.516,1.05504e+00,3.62804e-02
7332.050,1.01532e+00,3.58907e-02
7334.584,1.03617e+00,3.57947e-02
7337.118,1.05083e+00,3.63327e-02
7339.651,1.00774e+00,3.66067e-02
7342.185,1.03121e+00,3.67317e-02
7344.719,1.05454e+00,3.61161e-02
7347.253,1.04062e+00,3.41734e-02
7349.786,1.04835e+00,3.30567e-02
7352.320,1.04301e+00,3.29763e-02
7354.854,1.02352e+00,3.32862e-02
7357.388,1.04740e+00,3.37571e-02
7359.921,1.04672e+00,3.38230e-02
7362.455,1.01596e+00,3.37488e-02
7364.989,1.02919e+00,3.42242e-02
7367.523,1.02357e+00,3.47679e-02
7370.056,1.02420e+00,3.50885e-02
7372.590,1.01839e+00,3.46888e-02
7375.124,1.01242e+00,3.32255e-02
7377.658,1.02661e+00,3.20944e-02
7380.192,1.01801e+00,3.18912e-02
7382.725,1.00097e+00,3.18816e-02
7385.259,1.01708e+00,3.19308e-02
7387.793,1.04345e+00,3.23860e-02
7390.327,1.04517e+00,3.27346e-02
7392.860,1.02855e+00,3.27772e-02
7395.394,1.02552e+00,3.31053e-02
7397.928,1.04799e+00,3.36050e-02
7400.462,1.03735e+00,3.36463e-02
7402.995,1.03210e+00,3.35455e-02
7405.529,1.04354e+00,3.32812e-02
7408.063,1.02826e+00,3.24305e-02
7410.597,1.01723e+00,3.17273e-02
7413.130,1.02488e+00,3.15639e-02
7415.664,1.00590e+00,3.15309e-02
7418.198,1.01216e+00,3.15847e-02
7420.732,1.02636e+00,3.14555e-02
7423.265,1.00895e+00,3.14368e-02
7425.799,1.03154e+00,3.19314e-02
7428.333,1.04540e+00,3.21359e-02
7430.867,1.03784e+00,3.21390e-02
7433.401,1.05393e+00,3.26107e-02
7435.934,1.04686e+00,3.27553e-02
7438.468,9.94578e-01,3.24354e-02
7441.002,9.94726e-01,3.23609e-02
7443.536,1.01856e+00,3.20344e-02
7446.069,1.02082e+00,3.14882e-02
7448.603,1.01510e+00,3.14086e-02
7451.137,1.02256e+00,3.14124e-02
7453.671,1.03525e+00,3.12986e-02
7456.204,1.02210e+00,3.14526e-02
7458.738,1.02009e+00,3.15736e-02
7461.272,1.05469e+00,3.16738e-02
7463.806,1.02445e+00,3.17482e-02
7466.339,1.00183e+00,3.18612e-02
7468.873,9.98962e-01,3.21894e-02
7471.407,9.66772e-01,3.23188e-02
7473.941,9.81084e-01,3.24042e-02
7476.475,9.92078e-01,3.24431e-02
7479.008,9.93293e-01,3.24169e-02
7481.542,9.85415e-01,3.24476e-02
7484.076,1.01635e+00,3.24497e-02
7486.610,1.01477e+00,3.20184e-02
7489.143,9.78030e-01,3.14278e-02
7491.677,9.67978e-01,3.09951e-02
7494.211,9.72620e-01,3.09443e-02
7496.745,1.00793e+00,3.11201e-02
7499.278,9.84392e-01,3.09760e-02
7501.812,9.36831e-01,3.07315e-02
7504.346,9.31144e-01,3.06098e-02
7506.880,9.60036e-01,3.06513e-02
7509.413,9.69602e-01,3.06053e-02
7511.947,9.81690e-01,3.06336e-02
7514.481,9.69202e-01,3.07742e-02
7517.015,9.59668e-01,3.11359e-02
7519.548,9.67773e-01,3.21503e-02
7522.082,9.57935e-01,3.28831e-02
7524.616,9.66663e-01,3.31021e-02
7527.150,9.64004e-01,3.30813e-02
7529.684,9.50021e-01,3.22346e-02
7532.217,9.39278e-01,3.14239e-02
7534.751,9.67915e-01,3.11972e-02
7537.285,9.66377e-01,3.09014e-02
7539.819,9.42395e-01,3.06886e-02
7542.352,9.69394e-01,3.06688e-02
7544.886,9.62993e-01,3.05238e-02
7547.420,9.56965e-01,3.04159e-02
7549.954,9.56098e-01,3.03044e-02
7552.487,9.67881e-01,3.06197e-02
7555.021,9.89501e-01,3.08824e-02
7557.555,1.00584e+00,3.09375e-02
7560.089,9.99161e-01,3.09106e-02
7562.622,9.58555e-01,3.06676e-02
7565.156,9.14897e-01,3.07425e-02
7567.690,9.47486e-01,3.18079e-02
7570.224,9.48948e-01,3.22352e-02
7572.758,9.40097e-01,3.22758e-02
7575.291,9.56237e-01,3.19163e-02
7577.825,9.24736e-01,3.09414e-02
7580.359,9.43039e-01,3.05460e-02
7582.893,9.80906e-01,3.05967e-02
7585.426,9.83019e-01,3.03915e-02
7587.960,9.58979e-01,3.05706e-02
7590.494,9.69413e-01,3.22445e-02
7593.028,9.63712e-01,3.65536e-02
7595.561,9.49278e-01,4.44409e-02
7598.095,9.33605e-01,5.56717e-02
7600.629,8.67005e-01,6.82026e-02
7603.163,7.82981e-01,7.68815e-02
7605.696,8.16698e-01,7.54980e-02
7608.230,8.57107e-01,6.95412e-02
7610.764,9.01661e-01,6.01843e-02
7613.298,9.48806e-01,5.04389e-02
7615.831,9.58239e-01,4.18172e-02
7618.365,9.63392e-01,3.70797e-02
7620.899,9.40696e-01,3.68802e-02
7623.433,9.24622e-01,3.97159e-02
7625.967,8.49064e-01,4.30086e-02
7628.500,8.26868e-01,4.48601e-02
7631.034,8.77551e-01,4.51784e-02
7633.568,8.92960e-01,4.38199e-02
7636.102,9.45442e-01,4.23694e-02
7638.635,9.58461e-01,4.08277e-02
7641.169,9.73173e-01,3.98985e-02
7643.703,1.00672e+00,3.88893e-02
7646.237,9.37766e-01,3.68838e-02
7648.770,9.27406e-01,3.60577e-02
7651.304,9.66266e-01,3.56411e-02
7653.838,9.63468e-01,3.46879e-02
7656.372,9.80433e-01,3.38090e-02
7658.905,9.72502e-01,3.31992e-02
7661.439,9.65617e-01,3.28343e-02
7663.973,9.60393e-01,3.26680e-02
7666.507,9.31974e-01,3.19924e-02
7669.041,9.56367e-01,3.14600e-02
7671.574,9.48257e-01,3.11333e-02
7674.108,9.53348e-01,3.10204e-02
7676.642,9.75889e-01,3.08217e-02
7679.176,9.44602e-01,3.06833e-02
7681.709,9.24350e-01,3.08077e-02
7684.243,9.70098e-01,3.08121e-02
7686.777,9.70370e-01,3.05993e-02
7689.311,9.29353e-01,3.05563e-02
7691.844,9.36020e-01,3.05771e-02
7694.378,9.46874e-01,3.05040e-02
7696.912,9.65396e-01,3.07235e-02
7699.446,9.52117e-01,3.07112e-02
7701.979,9.63703e-01,3.05964e-02
7704.513,9.73273e-01,3.04111e-02
7707.047,9.87546e-01,3.15822e-02
7709.581,1.00652e+00,3.36771e-02
7712.115,9.93583e-01,3.60908e-02
7714.648,1.00096e+00,3.76924e-02
7717.182,9.35316e-01,3.69139e-02
7719.716,9.04979e-01,3.55135e-02
7722.250,9.48158e-01,3.38348e-02
7724.783,9.59742e-01,3.20195e-02
7727.317,9.39347e-01,3.13165e-02
7729.851,9.23506e-01,3.11674e-02
7732.385,9.48924e-01,3.07345e-02
7734.918,9.64503e-01,3.05580e-02
7737.452,9.60364e-01,3.02844e-02
7739.986,9.69033e-01,3.01178e-02
7742.520,9.58913e-01,3.02478e-02
7745.053,9.48963e-01,3.21421e-02
7747.587,9.45430e-01,3.50829e-02
7750.121,9.44622e-01,3.61442e-02
7752.655,9.51020e-01,3.60763e-02
7755.188,9.42938e-01,3.51586e-02
7757.722,9.44299e-01,3.32953e-02
7760.256,9.71637e-01,3.26396e-02
7762.790,9.55982e-01,3.22463e-02
7765.324,9.27975e-01,3.10194e-02
7767.857,9.12514e-01,3.04603e-02
7770.391,9.38836e-01,3.08628e-02
7772.925,9.53546e-01,3.10896e-02
7775.459,9.71943e-01,3.17591e-02
7777.992,9.86748e-01,3.20537e-02
7780.526,9.44060e-01,3.14424e-02
7783.060,9.18194e-01,3.12504e-02
7785.594,9.26234e-01,3.09443e-02
7788.127,9.52123e-01,3.16776e-02
7790.661,9.42840e-01,3.36003e-02
7793.195,9.53325e-01,3.45753e-02
7795.729,9.65151e-01,3.44897e-02
7798.262,9.62234e-01,3.33763e-02
7800.796,9.58238e-01,3.14671e-02
7803.330,9.26519e-01,3.07315e-02
7805.864,9.19114e-01,3.13348e-02
7808.398,9.33797e-01,3.17728e-02
7810.931,9.36255e-01,3.17588e-02
7813.465,9.28526e-01,3.14310e-02
7815.999,9.47291e-01,3.23441e-02
7818.533,9.62379e-01,3.44438e-02
7821.066,9.44413e-01,3.54269e-02
7823.600,9.58177e-01,3.53061e-02
7826.134,9.55225e-01,3.36841e-02
7828.668,9.27394e-01,3.11850e-02
7831.201,9.53887e-01,2.99762e-02
7833.735,9.81664e-01,2.98813e-02
7836.269,9.76401e-01,3.04094e-02
7838.803,9.55629e-01,3.12008e-02
7841.336,9.38935e-01,3.13759e-02
7843.870,9.46525e-01,3.13470e-02
7846.404,9.45448e-01,3.16516e-02
7848.938,9.31604e-01,3.32156e-02
7851.471,9.43300e-01,3.51773e-02
7854.005,9.78671e-01,3.60090e-02
7856.539,9.52102e-01,3.60473e-02
7859.073,9.13728e-01,3.43454e-02
7861.607,9.42729e-01,3.25483e-02
7864.140,9.46013e-01,3.24118e-02
7866.674,9.41837e-01,3.26565e-02
7869.208,9.37975e-01,3.27116e-02
7871.742,9.22524e-01,3.25220e-02
7874.275,9.41490e-01,3.25077e-02
7876.809,9.54878e-01,3.22213e-02
7879.343,9.43945e-01,3.18899e-02
7881.877,9.14074e-01,3.17856e-02
7884.410,8.96351e-01,3.21748e-02
7886.944,9.52542e-01,3.31598e-02
7889.478,9.62385e-01,3.33035e-02
7892.012,9.11410e-01,3.31732e-02
7894.545,9.26036e-01,3.23577e-02
7897.079,9.54928e-01,3.08265e-02
7899.613,9.35109e-01,2.99757e-02
7902.147,9.15790e-01,2.96520e-02
7904.681,9.08300e-01,2.95774e-02
7907.214,9.01581e-01,3.08750e-02
7909.748,8.80193e-01,3.38864e-02
7912.282,9.07043e-01,3.58820e-02
7914.816,9.51161e-01,3.67930e-02
7917.349,9.18647e-01,3.68993e-02
7919.883,9.11229e-01,3.49738e-02
7922.417,8.89553e-01,3.29569e-02
7924.951,8.70250e-01,3.22751e-02
7927.484,9.05357e-01,3.20111e-02
7930.018,9.32233e-01,3.16456e-02
7932.552,9.20262e-01,3.14750e-02
7935.086,9.37019e-01,3.07379e-02
7937.619,9.24509e-01,2.95669e-02
7940.153,9.08461e-01,2.88616e-02
7942.687,8.92692e-01,2.91753e-02
7945.221,8.93195e-01,2.99256e-02
7947.754,9.02386e-01,3.03605e-02
7950.288,9.08346e-01,3.04735e-02
7952.822,8.85347e-01,3.01468e-02
7955.356,9.09990e-01,2.96862e-02
7957.890,9.29720e-01,2.99552e-02
7960.423,9.17832e-01,3.24465e-02
7962.957,9.39127e-01,3.42927e-02
7965.491,9.39215e-01,3.43008e-02
7968.025,9.20971e-01,3.38286e-02
7970.558,9.29845e-01,3.16959e-02
7973.092,9.18127e-01,2.99894e-02
7975.626,9.07985e-01,3.05927e-02
7978.160,9.11162e-01,3.12227e-02
7980.693,9.23368e-01,3.13025e-02
7983.227,9.26095e-01,3.09258e-02
7985.761,9.36631e-01,3.03496e-02
7988.295,9.19988e-01,3.14303e-02
7990.828,8.73327e-01,3.33085e-02
7993.362,8.66762e-01,3.39807e-02
7995.896,9.10268e-01,3.39104e-02
7998.430,9.28403e-01,3.23667e-02
8000.964,9.25169e-01,2.99325e-02
8003.497,9.10621e-01,2.90582e-02
8006.031,9.05185e-01,2.90635e-02
8008.565,8.85451e-01,2.92830e-02
8011.099,8.86573e-01,2.98043e-02
8013.632,9.15257e-01,3.01139e-02
8016.166,8.84786e-01,3.00523e-02
8018.700,8.82992e-01,3.00469e-02
8021.234,8.90151e-01,3.11818e-02
8023.767,8.78809e-01,3.25150e-02
8026.301,8.87046e-01,3.27547e-02
8028.835,8.97418e-01,3.25669e-02
8031.369,8.76735e-01,3.09921e-02
8033.902,8.79410e-01,2.93170e-02
8036.436,8.74683e-01,2.85964e-02
8038.970,8.86805e-01,2.84236e-02
8041.504,9.05221e-01,2.84002e-02
8044.037,8.78196e-01,2.82778e-02
8046.571,8.55010e-01,2.84444e-02
8049.105,8.72662e-01,2.87544e-02
8051.639,8.81311e-01,2.88826e-02
8054.173,8.78431e-01,2.89935e-02
8056.706,9.04213e-01,2.93983e-02
8059.240,9.11715e-01,2.97646e-02
8061.774,8.85895e-01,2.98321e-02
8064.308,8.64207e-01,2.98491e-02
8066.841,8.63233e-01,2.92301e-02
8069.375,8.65537e-01,2.82487e-02
8071.909,8.71252e-01,2.78129e-02
8074.443,8.63059e-01,2.76853e-02
8076.976,8.69661e-01,2.79214e-02
8079.510,8.77700e-01,2.80519e-02
8082.044,8.47905e-01,2.78181e-02
8084.578,8.54897e-01,2.80062e-02
8087.111,8.85087e-01,2.81985e-02
8089.645,8.86900e-01,2.81408e-02
8092.179,8.90137e-01,2.81808e-02
8094.713,8.83668e-01,2.82133e-02
8097.247,8.81134e-01,2.86043e-02
8099.780,8.80737e-01,2.87920e-02
8102.314,8.46817e-01,2.86561e-02
8104.848,8.38073e-01,2.87445e-02
8107.382,8.42653e-01,2.85568e-02
8109.915,8.48112e-01,2.84864e-02
8112.449,8.54260e-01,2.83877e-02
8114.983,8.54882e-01,2.81542e-02
8117.517,8.58395e-01,2.82168e-02
8120.050,8.22523e-01,2.80731e-02
8122.584,8.43283e-01,2.82323e-02
8125.118,8.87001e-01,2.84845e-02
8127.652,8.91707e-01,2.86926e-02
8130.185,8.79768e-01,2.92814e-02
8132.719,8.72904e-01,2.98995e-02
8135.253,8.38804e-01,2.99889e-02
8137.787,8.51841e-01,3.00708e-02
8140.320,8.83566e-01,3.00872e-02
8142.854,8.94355e-01,3.03431e-02
8145.388,8.67917e-01,3.06593e-02
8147.922,8.59003e-01,3.09071e-02
8150.456,8.66439e-01,3.11284e-02
8152.989,8.59818e-01,3.08458e-02
8155.523,8.77477e-01,3.06868e-02
8158.057,8.71521e-01,3.08230e-02
8160.591,8.71401e-01,3.17099e-02
8163.124,8.67424e-01,3.20561e-02
8165.658,8.62238e-01,3.20079e-02
8168.192,8.60806e-01,3.13625e-02
8170.726,8.77773e-01,3.05032e-02
8173.259,8.66783e-01,3.01155e-02
8175.793,8.52273e-01,3.05201e-02
8178.327,8.49445e-01,3.11403e-02
8180.861,8.76013e-01,3.14887e-02
8183.394,9.02042e-01,3.10239e-02
8185.928,8.93249e-01,3.06554e-02
8188.462,8.74704e-01,3.06876e-02
8190.996,8.69273e-01,3.07222e-02
8193.530,8.76360e-01,3.06638e-02
8196.063,8.51400e-01,3.05760e-02
8198.597,8.37562e-01,3.06912e-02
8201.131,8.57346e-01,3.01322e-02
8203.665,9.15974e-01,2.94136e-02
8206.198,8.99426e-01,2.86519e-02
8208.732,8.76389e-01,2.84125e-02
8211.266,8.73576e-01,2.83271e-02
8213.800,8.58644e-01,2.82540e-02
8216.333,8.60680e-01,2.83953e-02
8218.867,8.33376e-01,2.82007e-02
8221.401,8.53229e-01,2.88592e-02
8223.935,8.97578e-01,3.05932e-02
8226.468,8.73501e-01,3.30597e-02
8229.002,8.93349e-01,3.54423e-02
8231.536,9.26728e-01,3.51654e-02
8234.070,9.65727e-01,3.30474e-02
8236.603,9.25212e-01,3.05268e-02
8239.137,8.34929e-01,2.89385e-02
8241.671,8.32825e-01,2.88430e-02
8244.205,8.68965e-01,2.89931e-02
8246.739,8.75996e-01,2.86265e-02
8249.272,8.63572e-01,2.80978e-02
8251.806,8.57136e-01,2.80613e-02
8254.340,8.34524e-01,2.84652e-02
8256.874,8.12514e-01,2.87272e-02
8259.407,8.17131e-01,2.87832e-02
8261.941,8.24648e-01,2.84300e-02
8264.475,8.20751e-01,2.79155e-02
8267.009,8.16666e-01,2.76366e-02
8269.542,8.24359e-01,2.79042e-02
8272.076,8.40906e-01,2.91333e-02
8274.610,8.33708e-01,3.08528e-02
8277.144,8.09004e-01,3.30642e-02
8279.677,8.26649e-01,3.45489e-02
8282.211,8.49920e-01,3.52027e-02
8284.745,8.53587e-01,3.65474e-02
8287.279,8.49619e-01,3.65236e-02
8289.813,8.42146e-01,3.57540e-02
8292.346,8.27634e-01,3.58400e-02
8294.880,8.19342e-01,3.59279e-02
8297.414,8.25542e-01,3.59565e-02
8299.948,8.12613e-01,3.57123e-02
8302.481,8.17256e-01,3.45677e-02
8305.015,8.03285e-01,3.18644e-02
8307.549,8.19558e-01,3.03617e-02
8310.083,8.43487e-01,3.02002e-02
8312.616,8.49017e-01,2.99648e-02
8315.150,8.38680e-01,2.98510e-02
8317.684,8.21002e-01,2.95399e-02
8320.218,8.13088e-01,2.90844e-02
8322.751,8.38785e-01,2.87220e-02
8325.285,8.43856e-01,2.81853e-02
