# INSTRUMENT_ID: 1
# OBS_GROUP_ID: 55
# UNIT_ID: None
# RA: 23.427083333333332
# DEC: 3.5434166666666664
# OBS_DATE: 2024-06-27 11:23:19.170000+00:00
# REDSHIFT: None
# REDSHIFT_ERR: None
# REDSHIFT_QUALITY: None
# SPEC_PLOT_FILE: None
# SPEC_DATA_FILE: None
# SPECTRUM_NOTES: None
# REFERENCE: None
# TRANSIENT_ID: 165244
# FOLLOWUP_ID: None
# SPEC_PHASE: None
# RLAP: None
# SNID_PLOT_FILE: None

wavelength,flux,fluxerr
5018.724,2.14719e+00,6.91803e-02
5021.258,2.13176e+00,6.99255e-02
5023.792,2.18334e+00,6.57878e-02
5026.325,2.25814e+00,6.32984e-02
5028.859,2.16168e+00,6.34487e-02
5031.393,2.15562e+00,6.76960e-02
5033.927,2.01720e+00,6.93588e-02
5036.461,1.99612e+00,6.54288e-02
5038.994,2.11801e+00,6.20168e-02
5041.528,2.02413e+00,6.11152e-02
5044.062,2.13665e+00,6.51078e-02
5046.596,2.06976e+00,6.86567e-02
5049.129,2.09313e+00,6.73824e-02
5051.663,1.99044e+00,6.27334e-02
5054.197,2.08090e+00,6.21251e-02
5056.731,2.06858e+00,6.42749e-02
5059.264,2.14092e+00,6.96934e-02
5061.798,2.10840e+00,6.96720e-02
5064.332,2.10125e+00,6.45202e-02
5066.866,1.94617e+00,6.16340e-02
5069.399,2.01767e+00,6.25845e-02
5071.933,2.04894e+00,6.67938e-02
5074.467,2.23488e+00,6.90780e-02
5077.001,2.27344e+00,6.57330e-02
5079.534,2.08591e+00,6.17014e-02
5082.068,2.27362e+00,6.27084e-02
5084.602,2.09223e+00,6.55520e-02
5087.136,2.07509e+00,6.93891e-02
5089.670,2.07981e+00,6.78658e-02
5092.203,2.06905e+00,6.33683e-02
5094.737,2.06970e+00,6.19157e-02
5097.271,1.98160e+00,6.33847e-02
5099.805,2.15091e+00,6.86503e-02
5102.338,2.11414e+00,6.92336e-02
5104.872,2.15221e+00,6.40167e-02
5107.406,2.07476e+00,6.15730e-02
5109.940,2.02677e+00,6.26834e-02
5112.473,2.04703e+00,6.71085e-02
5115.007,1.99240e+00,6.86055e-02
5117.541,2.07506e+00,6.55689e-02
5120.075,2.23269e+00,6.23139e-02
5122.608,2.14119e+00,6.17099e-02
5125.142,2.01655e+00,6.40508e-02
5127.676,1.99416e+00,6.72084e-02
5130.210,2.08054e+00,6.60037e-02
5132.744,2.16123e+00,6.20638e-02
5135.277,2.20805e+00,6.12501e-02
5137.811,2.13930e+00,6.29783e-02
5140.345,2.05555e+00,6.72045e-02
5142.879,2.03352e+00,6.68717e-02
5145.412,1.99948e+00,6.18083e-02
5147.946,2.00407e+00,5.99344e-02
5150.480,2.12689e+00,6.17894e-02
5153.014,2.04019e+00,6.57202e-02
5155.547,2.07651e+00,6.76138e-02
5158.081,2.02532e+00,6.34357e-02
5160.615,2.01702e+00,6.03961e-02
5163.149,2.06847e+00,5.98882e-02
5165.682,2.00855e+00,6.17795e-02
5168.216,1.93209e+00,6.33813e-02
5170.750,2.03113e+00,6.13522e-02
5173.284,2.12238e+00,5.85866e-02
5175.817,2.02403e+00,5.85629e-02
5178.351,2.07863e+00,6.11551e-02
5180.885,2.02708e+00,6.45175e-02
5183.419,1.98514e+00,6.35679e-02
5185.953,2.04524e+00,5.96459e-02
5188.486,1.93638e+00,5.77831e-02
5191.020,2.08285e+00,6.00832e-02
5193.554,2.08378e+00,6.43861e-02
5196.088,2.10100e+00,6.61942e-02
5198.621,2.09426e+00,6.33383e-02
5201.155,1.96758e+00,5.95676e-02
5203.689,2.01079e+00,5.94743e-02
5206.223,2.13256e+00,6.28452e-02
5208.756,2.13873e+00,6.56130e-02
5211.290,2.01337e+00,6.29334e-02
5213.824,2.06659e+00,5.97915e-02
5216.358,2.02784e+00,5.88457e-02
5218.891,2.07180e+00,6.18456e-02
5221.425,2.01055e+00,6.58268e-02
5223.959,1.89249e+00,6.39053e-02
5226.493,1.94337e+00,5.93604e-02
5229.027,1.90108e+00,5.76135e-02
5231.560,1.86219e+00,5.86044e-02
5234.094,1.92569e+00,6.33251e-02
5236.628,1.82639e+00,6.45616e-02
5239.162,1.83549e+00,6.09438e-02
5241.695,1.97665e+00,5.85949e-02
5244.229,1.97689e+00,5.90673e-02
5246.763,1.96698e+00,6.19566e-02
5249.297,1.92345e+00,6.38525e-02
5251.830,2.04284e+00,6.17347e-02
5254.364,1.93733e+00,5.76847e-02
5256.898,1.94936e+00,5.76663e-02
5259.432,1.88759e+00,5.93371e-02
5261.965,2.00264e+00,6.31106e-02
5264.499,2.04240e+00,6.15039e-02
5267.033,2.01108e+00,5.64970e-02
5269.567,1.98699e+00,5.51715e-02
5272.101,2.01095e+00,5.68287e-02
5274.634,2.04652e+00,6.18365e-02
5277.168,1.93812e+00,6.25776e-02
5279.702,1.88503e+00,5.83822e-02
5282.236,1.87120e+00,5.59514e-02
5284.769,1.89979e+00,5.65334e-02
5287.303,1.93746e+00,6.04653e-02
5289.837,1.95948e+00,6.23285e-02
5292.371,1.82653e+00,5.96370e-02
5294.904,1.95348e+00,5.65892e-02
5297.438,1.94297e+00,5.61317e-02
5299.972,1.86035e+00,5.79276e-02
5302.506,1.89742e+00,6.18007e-02
5305.039,1.86591e+00,6.05604e-02
5307.573,1.86314e+00,5.71070e-02
5310.107,1.78706e+00,5.52179e-02
5312.641,1.84726e+00,5.70554e-02
5315.174,1.92921e+00,6.11787e-02
5317.708,1.90078e+00,6.14777e-02
5320.242,1.94096e+00,5.75177e-02
5322.776,1.80332e+00,5.41770e-02
5325.310,1.73098e+00,5.38881e-02
5327.843,1.85568e+00,5.76824e-02
5330.377,1.86312e+00,6.01226e-02
5332.911,1.78622e+00,5.77524e-02
5335.445,1.72526e+00,5.44489e-02
5337.978,1.83648e+00,5.44752e-02
5340.512,1.82361e+00,5.69388e-02
5343.046,1.87966e+00,6.02261e-02
5345.580,1.79159e+00,5.90395e-02
5348.113,1.82950e+00,5.54334e-02
5350.647,1.89916e+00,5.49248e-02
5353.181,1.79334e+00,5.61954e-02
5355.715,1.87271e+00,6.13246e-02
5358.248,1.96618e+00,6.17214e-02
5360.782,1.84434e+00,5.67460e-02
5363.316,1.81409e+00,5.43986e-02
5365.850,1.73395e+00,5.44995e-02
5368.384,1.70237e+00,5.76927e-02
5370.917,1.77423e+00,5.96779e-02
5373.451,1.82655e+00,5.75981e-02
5375.985,1.75678e+00,5.46984e-02
5378.519,1.75410e+00,5.47496e-02
5381.052,1.79603e+00,5.76429e-02
5383.586,1.79875e+00,6.09470e-02
5386.120,1.85180e+00,5.97862e-02
5388.654,1.86561e+00,5.58047e-02
5391.187,1.78348e+00,5.43120e-02
5393.721,1.66437e+00,5.61067e-02
5396.255,1.68108e+00,6.05800e-02
5398.789,1.80387e+00,6.09205e-02
5401.322,1.86824e+00,5.69751e-02
5403.856,1.76046e+00,5.46684e-02
5406.390,1.79081e+00,5.56352e-02
5408.924,1.65330e+00,5.96131e-02
5411.457,1.80461e+00,6.21643e-02
5413.991,1.74781e+00,5.96100e-02
5416.525,1.76349e+00,5.74097e-02
5419.059,1.68725e+00,5.71949e-02
5421.593,1.70231e+00,6.05347e-02
5424.126,1.78292e+00,6.40818e-02
5426.660,1.75422e+00,6.26078e-02
5429.194,1.64387e+00,5.85540e-02
5431.728,1.74918e+00,5.86574e-02
5434.261,1.76249e+00,6.09303e-02
5436.795,1.75651e+00,6.68937e-02
5439.329,1.81617e+00,6.78503e-02
5441.863,1.69869e+00,6.29030e-02
5444.396,1.63887e+00,6.05565e-02
5446.930,1.63065e+00,6.22485e-02
5449.464,1.71539e+00,6.76147e-02
5451.998,1.62667e+00,6.90278e-02
5454.531,1.71574e+00,6.71070e-02
5457.065,1.71281e+00,6.63923e-02
5459.599,1.67577e+00,6.87130e-02
5462.133,1.68978e+00,2.43245e-01
5464.667,1.62600e+00,2.36034e-01
5467.200,1.63122e+00,2.24171e-01
5469.734,1.77378e+00,2.13284e-01
5472.268,1.75213e+00,2.08012e-01
5474.802,1.73120e+00,2.04094e-01
5477.335,1.68047e+00,2.00131e-01
5479.869,1.69780e+00,1.96276e-01
5482.403,1.68890e+00,1.88723e-01
5484.937,1.68545e+00,1.85259e-01
5487.470,1.72608e+00,1.81462e-01
5490.004,1.76777e+00,1.78997e-01
5492.538,1.75105e+00,1.76107e-01
5495.072,1.76327e+00,1.69690e-01
5497.605,1.64322e+00,1.64564e-01
5500.139,1.65459e+00,1.61769e-01
5502.673,1.63297e+00,1.60919e-01
5505.207,1.70770e+00,1.59322e-01
5507.740,1.68285e+00,1.55754e-01
5510.274,1.70210e+00,1.51496e-01
5512.808,1.64886e+00,1.47971e-01
5515.342,1.69571e+00,1.46865e-01
5517.876,1.66617e+00,1.47723e-01
5520.409,1.65331e+00,1.45652e-01
5522.943,1.63152e+00,1.41395e-01
5525.477,1.68300e+00,1.38283e-01
5528.011,1.63985e+00,1.37043e-01
5530.544,1.70275e+00,1.39146e-01
5533.078,1.58823e+00,1.38092e-01
5535.612,1.58830e+00,1.35251e-01
5538.146,1.67136e+00,1.32517e-01
5540.679,1.52043e+00,1.31449e-01
5543.213,1.50723e+00,1.32619e-01
5545.747,1.51887e+00,1.32852e-01
5548.281,1.55421e+00,1.30655e-01
5550.814,1.61496e+00,1.28600e-01
5553.348,1.55046e+00,1.27370e-01
5555.882,1.61545e+00,1.29059e-01
5558.416,1.54877e+00,1.31326e-01
5560.950,1.59761e+00,1.32558e-01
5563.483,1.60373e+00,1.32414e-01
5566.017,1.71358e+00,1.35239e-01
5568.551,1.66430e+00,1.39834e-01
5571.085,1.67243e+00,1.52244e-01
5573.618,1.63754e+00,1.70737e-01
5576.152,1.41567e+00,1.78736e-01
5578.686,1.61700e+00,1.74054e-01
5581.220,1.68365e+00,1.61528e-01
5583.753,1.60495e+00,1.46560e-01
5586.287,1.64806e+00,1.31326e-01
5588.821,1.65416e+00,1.22545e-01
5591.355,1.74319e+00,1.19653e-01
5593.888,1.56773e+00,1.18096e-01
5596.422,1.58281e+00,1.19488e-01
5598.956,1.55973e+00,1.21689e-01
5601.490,1.58082e+00,1.21484e-01
5604.023,1.57527e+00,9.80527e-02
5606.557,1.59727e+00,9.75653e-02
5609.091,1.60132e+00,9.82670e-02
5611.625,1.66103e+00,9.75971e-02
5614.159,1.62006e+00,9.67179e-02
5616.692,1.56413e+00,9.61521e-02
5619.226,1.68266e+00,9.65330e-02
5621.760,1.68534e+00,9.60531e-02
5624.294,1.59225e+00,9.50056e-02
5626.827,1.60829e+00,9.44738e-02
5629.361,1.69362e+00,9.44859e-02
5631.895,1.62102e+00,9.37897e-02
5634.429,1.59940e+00,9.35356e-02
5636.962,1.64476e+00,9.30685e-02
5639.496,1.59907e+00,9.18260e-02
5642.030,1.51331e+00,9.13751e-02
5644.564,1.45974e+00,9.03640e-02
5647.097,1.47752e+00,9.04198e-02
5649.631,1.58021e+00,8.99549e-02
5652.165,1.53864e+00,8.87514e-02
5654.699,1.47250e+00,8.81081e-02
5657.233,1.51249e+00,8.73176e-02
5659.766,1.54455e+00,8.70393e-02
5662.300,1.58315e+00,8.66323e-02
5664.834,1.54883e+00,8.60888e-02
5667.368,1.53298e+00,8.55207e-02
5669.901,1.60131e+00,8.39745e-02
5672.435,1.56092e+00,8.12549e-02
5674.969,1.58351e+00,7.83204e-02
5677.503,1.60688e+00,7.56016e-02
5680.036,1.52182e+00,7.29511e-02
5682.570,1.49810e+00,7.10707e-02
5685.104,1.48365e+00,6.91390e-02
5687.638,1.49046e+00,6.71670e-02
5690.171,1.50533e+00,6.57604e-02
5692.705,1.48471e+00,6.40385e-02
5695.239,1.46775e+00,6.24546e-02
5697.773,1.43155e+00,6.11749e-02
5700.306,1.45887e+00,6.04178e-02
5702.840,1.46070e+00,5.97511e-02
5705.374,1.42698e+00,5.90039e-02
5707.908,1.40509e+00,5.88576e-02
5710.442,1.41597e+00,5.90470e-02
5712.975,1.50159e+00,5.91255e-02
5715.509,1.48416e+00,5.88116e-02
5718.043,1.45295e+00,5.88267e-02
5720.577,1.45072e+00,5.90084e-02
5723.110,1.42132e+00,5.88461e-02
5725.644,1.45552e+00,5.88341e-02
5728.178,1.46432e+00,5.85599e-02
5730.712,1.45176e+00,5.85560e-02
5733.245,1.39050e+00,5.81393e-02
5735.779,1.41565e+00,5.80244e-02
5738.313,1.51317e+00,5.79694e-02
5740.847,1.54011e+00,5.77619e-02
5743.380,1.48943e+00,5.78327e-02
5745.914,1.45294e+00,5.76459e-02
5748.448,1.44113e+00,5.73247e-02
5750.982,1.50195e+00,5.73848e-02
5753.516,1.57393e+00,5.75480e-02
5756.049,1.55241e+00,5.72239e-02
5758.583,1.47783e+00,5.70278e-02
5761.117,1.48295e+00,5.74866e-02
5763.651,1.54164e+00,5.79236e-02
5766.184,1.52532e+00,5.77810e-02
5768.718,1.56818e+00,5.82045e-02
5771.252,1.56414e+00,5.80026e-02
5773.786,1.50855e+00,5.74476e-02
5776.319,1.47235e+00,5.69354e-02
5778.853,1.53842e+00,5.66353e-02
5781.387,1.52615e+00,5.65881e-02
5783.921,1.56892e+00,5.69181e-02
5786.454,1.59209e+00,5.72275e-02
5788.988,1.56755e+00,5.74593e-02
5791.522,1.59684e+00,5.76101e-02
5794.056,1.56816e+00,5.74733e-02
5796.589,1.59241e+00,5.73528e-02
5799.123,1.59534e+00,5.70476e-02
5801.657,1.58348e+00,5.67648e-02
5804.191,1.56280e+00,5.65146e-02
5806.725,1.57664e+00,5.65496e-02
5809.258,1.59874e+00,5.65684e-02
5811.792,1.63569e+00,5.65724e-02
5814.326,1.65888e+00,5.68875e-02
5816.860,1.64247e+00,5.69204e-02
5819.393,1.64557e+00,5.69010e-02
5821.927,1.69586e+00,5.69725e-02
5824.461,1.64002e+00,5.66256e-02
5826.995,1.59102e+00,5.65694e-02
5829.528,1.55040e+00,5.64943e-02
5832.062,1.58683e+00,5.66819e-02
5834.596,1.56889e+00,5.65679e-02
5837.130,1.60937e+00,5.65565e-02
5839.663,1.64111e+00,5.67020e-02
5842.197,1.66406e+00,5.67914e-02
5844.731,1.67352e+00,5.68433e-02
5847.265,1.58943e+00,5.64155e-02
5849.799,1.63490e+00,5.64855e-02
5852.332,1.64387e+00,5.63030e-02
5854.866,1.57918e+00,5.60385e-02
5857.400,1.60759e+00,5.61229e-02
5859.934,1.65935e+00,5.62789e-02
5862.467,1.64748e+00,5.63331e-02
5865.001,1.66130e+00,5.65038e-02
5867.535,1.68115e+00,5.66095e-02
5870.069,1.64685e+00,5.62549e-02
5872.602,1.63422e+00,5.58670e-02
5875.136,1.62470e+00,5.57119e-02
5877.670,1.60553e+00,5.55269e-02
5880.204,1.54596e+00,5.53623e-02
5882.737,1.56576e+00,5.62381e-02
5885.271,1.63522e+00,5.75263e-02
5887.805,1.64654e+00,5.88450e-02
5890.339,1.60940e+00,5.95111e-02
5892.872,1.63510e+00,5.98484e-02
5895.406,1.63324e+00,5.88832e-02
5897.940,1.67537e+00,5.72205e-02
5900.474,1.67189e+00,5.58200e-02
5903.008,1.61501e+00,5.44795e-02
5905.541,1.63294e+00,5.39626e-02
5908.075,1.62306e+00,5.39150e-02
5910.609,1.54661e+00,5.37416e-02
5913.143,1.54952e+00,5.35007e-02
5915.676,1.59666e+00,5.35641e-02
5918.210,1.61495e+00,5.35339e-02
5920.744,1.58377e+00,5.33504e-02
5923.278,1.52996e+00,5.31773e-02
5925.811,1.55373e+00,5.34739e-02
5928.345,1.52963e+00,5.37560e-02
5930.879,1.56818e+00,5.40776e-02
5933.413,1.62324e+00,5.40876e-02
5935.946,1.55351e+00,5.34714e-02
5938.480,1.53725e+00,5.29504e-02
5941.014,1.54196e+00,5.25146e-02
5943.548,1.57773e+00,5.22078e-02
5946.082,1.61089e+00,5.23669e-02
5948.615,1.60825e+00,5.25456e-02
5951.149,1.55575e+00,5.26630e-02
5953.683,1.49401e+00,5.26243e-02
5956.217,1.49594e+00,5.21881e-02
5958.750,1.47109e+00,5.18101e-02
5961.284,1.44963e+00,5.17345e-02
5963.818,1.46855e+00,5.18577e-02
5966.352,1.52268e+00,5.20456e-02
5968.885,1.54324e+00,5.19786e-02
5971.419,1.52654e+00,5.20409e-02
5973.953,1.51901e+00,5.20113e-02
5976.487,1.56481e+00,5.19915e-02
5979.020,1.56909e+00,5.17943e-02
5981.554,1.54978e+00,5.15559e-02
5984.088,1.56862e+00,5.15142e-02
5986.622,1.54839e+00,5.13180e-02
5989.155,1.58542e+00,5.13067e-02
5991.689,1.60939e+00,5.14107e-02
5994.223,1.56956e+00,5.14778e-02
5996.757,1.52299e+00,5.13472e-02
5999.291,1.54868e+00,5.15036e-02
6001.824,1.52128e+00,5.14095e-02
6004.358,1.52733e+00,5.12698e-02
6006.892,1.55544e+00,5.11596e-02
6009.426,1.50929e+00,5.09182e-02
6011.959,1.52717e+00,5.06833e-02
6014.493,1.56193e+00,5.05484e-02
6017.027,1.56547e+00,5.05545e-02
6019.561,1.51602e+00,5.02614e-02
6022.094,1.56722e+00,5.02119e-02
6024.628,1.56817e+00,5.04073e-02
6027.162,1.48716e+00,5.01504e-02
6029.696,1.53159e+00,5.05054e-02
6032.229,1.54836e+00,5.05764e-02
6034.763,1.55119e+00,5.06237e-02
6037.297,1.58059e+00,5.06016e-02
6039.831,1.55638e+00,5.03744e-02
6042.365,1.54785e+00,5.02396e-02
6044.898,1.53744e+00,4.99873e-02
6047.432,1.52250e+00,4.99012e-02
6049.966,1.47783e+00,4.97569e-02
6052.500,1.44952e+00,4.94507e-02
6055.033,1.45753e+00,4.94894e-02
6057.567,1.53381e+00,4.97588e-02
6060.101,1.56215e+00,4.97132e-02
6062.635,1.50575e+00,4.93597e-02
6065.168,1.49674e+00,4.92877e-02
6067.702,1.51961e+00,4.92844e-02
6070.236,1.49602e+00,4.91120e-02
6072.770,1.49942e+00,4.91684e-02
6075.303,1.49317e+00,4.91087e-02
6077.837,1.48206e+00,4.89257e-02
6080.371,1.46922e+00,4.88255e-02
6082.905,1.47772e+00,4.87569e-02
6085.439,1.48853e+00,4.88394e-02
6087.972,1.51853e+00,4.90366e-02
6090.506,1.50613e+00,4.88531e-02
6093.040,1.45264e+00,4.85682e-02
6095.574,1.42817e+00,4.85849e-02
6098.107,1.46560e+00,4.87473e-02
6100.641,1.51357e+00,4.85646e-02
6103.175,1.44480e+00,4.83408e-02
6105.709,1.40803e+00,4.83398e-02
6108.242,1.43878e+00,4.86859e-02
6110.776,1.45511e+00,4.92222e-02
6113.310,1.47885e+00,4.92058e-02
6115.844,1.48923e+00,4.90930e-02
6118.377,1.44463e+00,4.86948e-02
6120.911,1.46288e+00,4.85390e-02
6123.445,1.50443e+00,4.85391e-02
6125.979,1.46426e+00,4.81587e-02
6128.512,1.39181e+00,4.81243e-02
6131.046,1.43013e+00,4.82607e-02
6133.580,1.44863e+00,4.79253e-02
6136.114,1.42390e+00,4.78188e-02
6138.648,1.48542e+00,4.82240e-02
6141.181,1.47331e+00,4.81101e-02
6143.715,1.42267e+00,4.77821e-02
6146.249,1.40053e+00,4.77148e-02
6148.783,1.35593e+00,4.76434e-02
6151.316,1.31348e+00,4.73546e-02
6153.850,1.38569e+00,4.75783e-02
6156.384,1.46711e+00,4.77058e-02
6158.918,1.47960e+00,4.76301e-02
6161.451,1.49804e+00,4.73301e-02
6163.985,1.50361e+00,4.70382e-02
6166.519,1.46262e+00,4.70392e-02
6169.053,1.42480e+00,4.70102e-02
6171.586,1.36038e+00,4.67105e-02
6174.120,1.36140e+00,4.67302e-02
6176.654,1.36766e+00,4.66119e-02
6179.188,1.38723e+00,4.65977e-02
6181.722,1.43698e+00,4.68049e-02
6184.255,1.40307e+00,4.65405e-02
6186.789,1.38268e+00,4.64037e-02
6189.323,1.40891e+00,4.64083e-02
6191.857,1.39136e+00,4.62574e-02
6194.390,1.38513e+00,4.62674e-02
6196.924,1.39502e+00,4.61309e-02
6199.458,1.38523e+00,4.63649e-02
6201.992,1.41576e+00,4.65827e-02
6204.525,1.42554e+00,4.63251e-02
6207.059,1.35351e+00,4.59535e-02
6209.593,1.33143e+00,4.57092e-02
6212.127,1.37124e+00,4.56607e-02
6214.660,1.36492e+00,4.55183e-02
6217.194,1.35735e+00,4.55271e-02
6219.728,1.38887e+00,4.57559e-02
6222.262,1.36326e+00,4.55659e-02
6224.795,1.33878e+00,4.51695e-02
6227.329,1.38831e+00,4.53357e-02
6229.863,1.37167e+00,4.52803e-02
6232.397,1.35747e+00,4.57037e-02
6234.931,1.37513e+00,4.61627e-02
6237.464,1.37413e+00,4.60909e-02
6239.998,1.36754e+00,4.58473e-02
6242.532,1.34671e+00,4.52276e-02
6245.066,1.31906e+00,4.46044e-02
6247.599,1.37111e+00,4.47723e-02
6250.133,1.40912e+00,4.48461e-02
6252.667,1.36615e+00,4.47568e-02
6255.201,1.30054e+00,4.45991e-02
6257.734,1.28021e+00,4.45350e-02
6260.268,1.30039e+00,4.48848e-02
6262.802,1.31221e+00,4.49447e-02
6265.336,1.30924e+00,4.43456e-02
6267.869,1.32284e+00,4.42860e-02
6270.403,1.30652e+00,4.43200e-02
6272.937,1.31123e+00,4.42239e-02
6275.471,1.32671e+00,4.41628e-02
6278.005,1.33755e+00,4.44504e-02
6280.538,1.32024e+00,4.46616e-02
6283.072,1.36911e+00,4.52166e-02
6285.606,1.38592e+00,4.53442e-02
6288.140,1.31341e+00,4.48897e-02
6290.673,1.29734e+00,4.52408e-02
6293.207,1.32202e+00,4.78787e-02
6295.741,1.34075e+00,5.32294e-02
6298.275,1.34207e+00,5.74107e-02
6300.808,1.32845e+00,5.80914e-02
6303.342,1.34197e+00,5.62581e-02
6305.876,1.32263e+00,5.12584e-02
6308.410,1.33169e+00,4.62381e-02
6310.943,1.33336e+00,4.39877e-02
6313.477,1.34260e+00,4.33846e-02
6316.011,1.34747e+00,4.29243e-02
6318.545,1.31149e+00,4.24637e-02
6321.078,1.30192e+00,4.26435e-02
6323.612,1.28527e+00,4.29547e-02
6326.146,1.26745e+00,4.30057e-02
6328.680,1.30393e+00,4.30794e-02
6331.214,1.25802e+00,4.27652e-02
6333.747,1.24748e+00,4.26262e-02
6336.281,1.29440e+00,4.26142e-02
6338.815,1.28304e+00,4.22824e-02
6341.349,1.30923e+00,4.24078e-02
6343.882,1.32418e+00,4.22730e-02
6346.416,1.31001e+00,4.21672e-02
6348.950,1.29722e+00,4.23381e-02
6351.484,1.30215e+00,4.26081e-02
6354.017,1.34007e+00,4.29511e-02
6356.551,1.34675e+00,4.35752e-02
6359.085,1.29836e+00,4.50900e-02
6361.619,1.30012e+00,4.67760e-02
6364.152,1.34005e+00,4.71796e-02
6366.686,1.28011e+00,4.62018e-02
6369.220,1.30133e+00,4.44537e-02
6371.754,1.34243e+00,4.28262e-02
6374.288,1.34708e+00,4.21902e-02
6376.821,1.33471e+00,4.19621e-02
6379.355,1.30213e+00,4.18683e-02
6381.889,1.31833e+00,4.22769e-02
6384.423,1.35039e+00,4.22765e-02
6386.956,1.34354e+00,4.20492e-02
6389.490,1.34773e+00,4.20689e-02
6392.024,1.38100e+00,4.20619e-02
6394.558,1.38353e+00,4.17695e-02
6397.091,1.37919e+00,4.16004e-02
6399.625,1.38174e+00,4.16892e-02
6402.159,1.39442e+00,4.16157e-02
6404.693,1.40979e+00,4.17321e-02
6407.226,1.42038e+00,4.17179e-02
6409.760,1.41778e+00,4.17698e-02
6412.294,1.40196e+00,4.17269e-02
6414.828,1.40554e+00,4.17690e-02
6417.361,1.44392e+00,4.18306e-02
6419.895,1.40588e+00,4.16279e-02
6422.429,1.40379e+00,4.17388e-02
6424.963,1.42775e+00,4.18640e-02
6427.497,1.43799e+00,4.17915e-02
6430.030,1.43589e+00,4.17372e-02
6432.564,1.45145e+00,4.15888e-02
6435.098,1.49764e+00,4.18193e-02
6437.632,1.49310e+00,4.17668e-02
6440.165,1.44442e+00,4.16153e-02
6442.699,1.46469e+00,4.18547e-02
6445.233,1.46462e+00,4.17820e-02
6447.767,1.45922e+00,4.17181e-02
6450.300,1.48535e+00,4.15818e-02
6452.834,1.47854e+00,4.15260e-02
6455.368,1.46340e+00,4.15514e-02
6457.902,1.47038e+00,4.14671e-02
6460.435,1.48275e+00,4.16354e-02
6462.969,1.50268e+00,4.17162e-02
6465.503,1.44533e+00,4.15069e-02
6468.037,1.45967e+00,4.17088e-02
6470.571,1.51170e+00,4.16588e-02
6473.104,1.50020e+00,4.11953e-02
6475.638,1.53173e+00,4.12061e-02
6478.172,1.52087e+00,4.08038e-02
6480.706,1.45279e+00,4.03998e-02
6483.239,1.48069e+00,4.06350e-02
6485.773,1.50619e+00,4.08345e-02
6488.307,1.48879e+00,4.07051e-02
6490.841,1.50280e+00,4.08024e-02
6493.374,1.55473e+00,4.09761e-02
6495.908,1.54341e+00,4.11753e-02
6498.442,1.48838e+00,4.14691e-02
6500.976,1.52373e+00,4.19959e-02
6503.509,1.58539e+00,4.22295e-02
6506.043,1.55452e+00,4.17170e-02
6508.577,1.54745e+00,4.14141e-02
6511.111,1.52784e+00,4.10095e-02
6513.644,1.49079e+00,4.04830e-02
6516.178,1.48786e+00,4.04240e-02
6518.712,1.49637e+00,4.04174e-02
6521.246,1.51703e+00,4.07808e-02
6523.780,1.55548e+00,4.11426e-02
6526.313,1.54146e+00,4.13380e-02
6528.847,1.53678e+00,4.15509e-02
6531.381,1.57127e+00,4.16325e-02
6533.915,1.60470e+00,4.16717e-02
6536.448,1.62710e+00,4.16988e-02
6538.982,1.59846e+00,4.14212e-02
6541.516,1.58620e+00,4.12540e-02
6544.050,1.56624e+00,4.09874e-02
6546.583,1.56763e+00,4.09121e-02
6549.117,1.56069e+00,4.10397e-02
6551.651,1.57470e+00,4.12149e-02
6554.185,1.58181e+00,4.11254e-02
6556.718,1.55744e+00,4.08738e-02
6559.252,1.57883e+00,4.07440e-02
6561.786,1.61525e+00,4.06074e-02
6564.320,1.61764e+00,4.05799e-02
6566.854,1.64129e+00,4.05588e-02
6569.387,1.64056e+00,4.06078e-02
6571.921,1.60316e+00,4.06961e-02
6574.455,1.59721e+00,4.08628e-02
6576.989,1.61857e+00,4.10598e-02
6579.522,1.61271e+00,4.11477e-02
6582.056,1.61907e+00,4.11120e-02
6584.590,1.61210e+00,4.07940e-02
6587.124,1.59987e+00,4.04992e-02
6589.657,1.60915e+00,4.04764e-02
6592.191,1.61918e+00,4.07169e-02
6594.725,1.59686e+00,4.06159e-02
6597.259,1.56410e+00,4.04764e-02
6599.792,1.60255e+00,4.09041e-02
6602.326,1.64946e+00,4.11349e-02
6604.860,1.66554e+00,4.09836e-02
6607.394,1.65149e+00,4.08286e-02
6609.927,1.63145e+00,4.07579e-02
6612.461,1.67283e+00,4.07131e-02
6614.995,1.64416e+00,4.04966e-02
6617.529,1.59323e+00,4.03337e-02
6620.063,1.58385e+00,4.03223e-02
6622.596,1.60776e+00,4.05540e-02
6625.130,1.64251e+00,4.06750e-02
6627.664,1.61912e+00,4.05110e-02
6630.198,1.58894e+00,4.02250e-02
6632.731,1.58712e+00,4.01804e-02
6635.265,1.59284e+00,4.03588e-02
6637.799,1.60819e+00,4.05255e-02
6640.333,1.63855e+00,4.05102e-02
6642.866,1.61732e+00,4.03509e-02
6645.400,1.60849e+00,4.01618e-02
6647.934,1.61007e+00,3.99278e-02
6650.468,1.59026e+00,3.99666e-02
6653.001,1.58402e+00,3.99940e-02
6655.535,1.59829e+00,4.01827e-02
6658.069,1.63189e+00,4.02440e-02
6660.603,1.60426e+00,3.99354e-02
6663.137,1.60669e+00,3.99845e-02
6665.670,1.59262e+00,3.99617e-02
6668.204,1.55697e+00,3.97737e-02
6670.738,1.53964e+00,3.96658e-02
